,Report_Date,Borough,Adult_Family_Shelter,Adult_Shelter,Adult_Shelter_Commercial_Hotel,Family_with_Children_Shelter
574,05/31/2019,Queens,,197.0,,363.0
575,05/31/2019,Queens,290.0,,,227.0
576,05/31/2019,Queens,,,89.0,822.0
577,05/31/2019,Queens,,,163.0,386.0
578,05/31/2019,Queens,,,108.0,
579,05/31/2019,Queens,,,,
580,05/31/2019,Queens,,101.0,,
581,05/31/2019,Queens,,,,310.0
582,05/31/2019,Queens,,93.0,,
583,05/31/2019,Queens,,269.0,58.0,
584,05/31/2019,Queens,,,,
585,05/31/2019,Queens,276.0,327.0,1056.0,1006.0
586,05/31/2019,Queens,,,554.0,814.0
587,05/31/2019,Queens,294.0,,,179.0
588,05/31/2019,Staten Island,,,,127.0
589,05/31/2019,Staten Island,,,,
590,05/31/2019,Staten Island,,,,
591,06/30/2019,Bronx,183.0,217.0,,1256.0
592,06/30/2019,Bronx,199.0,,,795.0
593,06/30/2019,Bronx,316.0,460.0,,1383.0
594,06/30/2019,Bronx,,433.0,71.0,2086.0
595,06/30/2019,Bronx,245.0,495.0,,1089.0
596,06/30/2019,Bronx,84.0,91.0,84.0,2273.0
597,06/30/2019,Bronx,111.0,614.0,,316.0
598,06/30/2019,Bronx,,,,264.0
599,06/30/2019,Bronx,,101.0,,209.0
600,06/30/2019,Bronx,,,,598.0
601,06/30/2019,Bronx,,,,
602,06/30/2019,Bronx,,106.0,,284.0
603,06/30/2019,Brooklyn,155.0,635.0,,
604,06/30/2019,Brooklyn,166.0,375.0,,71.0
605,06/30/2019,Brooklyn,,561.0,,652.0
606,06/30/2019,Brooklyn,,367.0,60.0,828.0
607,06/30/2019,Brooklyn,,891.0,243.0,807.0
608,06/30/2019,Brooklyn,,94.0,420.0,
609,06/30/2019,Brooklyn,,185.0,100.0,10.0
610,06/30/2019,Brooklyn,62.0,435.0,90.0,461.0
611,06/30/2019,Brooklyn,,355.0,,417.0
612,06/30/2019,Brooklyn,,,,
613,06/30/2019,Brooklyn,,,,
614,06/30/2019,Brooklyn,,,,120.0
615,06/30/2019,Brooklyn,,,,
616,06/30/2019,Brooklyn,,,,97.0
617,06/30/2019,Brooklyn,,,,209.0
618,06/30/2019,Brooklyn,,653.0,105.0,2542.0
619,06/30/2019,Brooklyn,,,136.0,882.0
620,06/30/2019,Brooklyn,361.0,,,831.0
621,06/30/2019,Manhattan,,,,
622,06/30/2019,Manhattan,,,,
623,06/30/2019,Manhattan,,891.0,234.0,387.0
624,06/30/2019,Manhattan,249.0,261.0,,
625,06/30/2019,Manhattan,330.0,,,346.0
626,06/30/2019,Manhattan,,856.0,,
627,06/30/2019,Manhattan,195.0,311.0,,588.0
628,06/30/2019,Manhattan,,79.0,,
629,06/30/2019,Manhattan,45.0,,,766.0
630,06/30/2019,Manhattan,394.0,558.0,,861.0
631,06/30/2019,Manhattan,,1335.0,,633.0
632,06/30/2019,Manhattan,,282.0,,
633,06/30/2019,Queens,,197.0,,378.0
634,06/30/2019,Queens,302.0,,,217.0
635,06/30/2019,Queens,,,82.0,858.0
636,06/30/2019,Queens,,,164.0,378.0
637,06/30/2019,Queens,,,62.0,
638,06/30/2019,Queens,,,,
639,06/30/2019,Queens,,98.0,,
640,06/30/2019,Queens,,,,309.0
641,06/30/2019,Queens,,92.0,,
642,06/30/2019,Queens,,168.0,60.0,
643,06/30/2019,Queens,,,,
644,06/30/2019,Queens,280.0,332.0,1076.0,1003.0
645,06/30/2019,Queens,,,550.0,824.0
646,06/30/2019,Queens,320.0,,,180.0
647,06/30/2019,Staten Island,,,,136.0
648,06/30/2019,Staten Island,,,,
649,06/30/2019,Staten Island,,,,
650,08/31/2019,Bronx,180.0,220.0,,1269.0
651,08/31/2019,Bronx,196.0,,,802.0
652,08/31/2019,Bronx,332.0,518.0,,1386.0
653,08/31/2019,Bronx,,439.0,73.0,2031.0
654,08/31/2019,Bronx,240.0,496.0,,1084.0
655,08/31/2019,Bronx,64.0,108.0,86.0,2253.0
656,08/31/2019,Bronx,109.0,622.0,,313.0
657,08/31/2019,Bronx,,,,245.0
658,08/31/2019,Bronx,,101.0,,217.0
659,08/31/2019,Bronx,,,,581.0
660,08/31/2019,Bronx,,,,
661,08/31/2019,Bronx,,105.0,,281.0
662,08/31/2019,Brooklyn,158.0,668.0,,
663,08/31/2019,Brooklyn,193.0,377.0,,64.0
664,08/31/2019,Brooklyn,,564.0,,645.0
665,08/31/2019,Brooklyn,,391.0,55.0,836.0
666,08/31/2019,Brooklyn,,920.0,246.0,832.0
667,08/31/2019,Brooklyn,,97.0,419.0,
668,08/31/2019,Brooklyn,,187.0,99.0,10.0
669,08/31/2019,Brooklyn,56.0,464.0,85.0,494.0
670,08/31/2019,Brooklyn,,360.0,,428.0
671,08/31/2019,Brooklyn,,,,
672,08/31/2019,Brooklyn,,,,
673,08/31/2019,Brooklyn,,23.0,,127.0
674,08/31/2019,Brooklyn,,,,
675,08/31/2019,Brooklyn,,,,99.0
676,08/31/2019,Brooklyn,,,,206.0
677,08/31/2019,Brooklyn,,650.0,104.0,2567.0
678,08/31/2019,Brooklyn,,,134.0,878.0
679,08/31/2019,Brooklyn,363.0,,,844.0
680,08/31/2019,Manhattan,,,,
681,08/31/2019,Manhattan,,,,
682,08/31/2019,Manhattan,,765.0,238.0,361.0
683,08/31/2019,Manhattan,255.0,305.0,,
684,08/31/2019,Manhattan,325.0,,,335.0
685,08/31/2019,Manhattan,,807.0,,
686,08/31/2019,Manhattan,194.0,309.0,,601.0
687,08/31/2019,Manhattan,,80.0,,
688,08/31/2019,Manhattan,,,,774.0
689,08/31/2019,Manhattan,376.0,554.0,,836.0
690,08/31/2019,Manhattan,,1350.0,,647.0
691,08/31/2019,Manhattan,,284.0,,
692,08/31/2019,Queens,,200.0,,383.0
693,08/31/2019,Queens,258.0,,,235.0
694,08/31/2019,Queens,,,84.0,842.0
695,08/31/2019,Queens,,,164.0,446.0
696,08/31/2019,Queens,,,,
697,08/31/2019,Queens,,,,
698,08/31/2019,Queens,,97.0,,
699,08/31/2019,Queens,,,,306.0
700,08/31/2019,Queens,,107.0,,
701,08/31/2019,Queens,,163.0,58.0,
702,08/31/2019,Queens,,,,
703,08/31/2019,Queens,269.0,341.0,1059.0,1046.0
704,08/31/2019,Queens,,,558.0,846.0
705,08/31/2019,Queens,311.0,,,179.0
706,08/31/2019,Staten Island,,,,139.0
707,08/31/2019,Staten Island,,,,
708,08/31/2019,Staten Island,,,,
709,09/30/2019,Bronx,187.0,222.0,,1264.0
710,09/30/2019,Bronx,197.0,,,811.0
711,09/30/2019,Bronx,338.0,588.0,,1389.0
712,09/30/2019,Bronx,,425.0,72.0,2044.0
713,09/30/2019,Bronx,238.0,494.0,,1089.0
714,09/30/2019,Bronx,94.0,127.0,93.0,2312.0
715,09/30/2019,Bronx,110.0,627.0,,311.0
716,09/30/2019,Bronx,,,,246.0
717,09/30/2019,Bronx,,99.0,,223.0
718,09/30/2019,Bronx,,,,585.0
719,09/30/2019,Bronx,,,,
720,09/30/2019,Bronx,,107.0,,279.0
721,09/30/2019,Brooklyn,166.0,657.0,,
722,09/30/2019,Brooklyn,186.0,375.0,,70.0
723,09/30/2019,Brooklyn,,570.0,,665.0
724,09/30/2019,Brooklyn,,403.0,57.0,840.0
725,09/30/2019,Brooklyn,,934.0,238.0,854.0
726,09/30/2019,Brooklyn,,99.0,418.0,
727,09/30/2019,Brooklyn,,185.0,96.0,13.0
728,09/30/2019,Brooklyn,64.0,518.0,89.0,502.0
729,09/30/2019,Brooklyn,,359.0,,440.0
730,09/30/2019,Brooklyn,,,,
731,09/30/2019,Brooklyn,,,,
732,09/30/2019,Brooklyn,,85.0,,127.0
733,09/30/2019,Brooklyn,,,,
734,09/30/2019,Brooklyn,,,,96.0
735,09/30/2019,Brooklyn,,,,204.0
736,09/30/2019,Brooklyn,,664.0,111.0,2549.0
737,09/30/2019,Brooklyn,,,134.0,882.0
738,09/30/2019,Brooklyn,364.0,,,844.0
739,09/30/2019,Manhattan,,,,
740,09/30/2019,Manhattan,,,,
741,09/30/2019,Manhattan,,787.0,238.0,368.0
742,09/30/2019,Manhattan,145.0,342.0,,
743,09/30/2019,Manhattan,320.0,,,347.0
744,09/30/2019,Manhattan,,845.0,,
745,09/30/2019,Manhattan,198.0,307.0,,620.0
746,09/30/2019,Manhattan,,76.0,,
747,09/30/2019,Manhattan,,,,800.0
748,09/30/2019,Manhattan,398.0,563.0,,847.0
749,09/30/2019,Manhattan,,1366.0,,663.0
750,09/30/2019,Manhattan,,286.0,,
751,09/30/2019,Queens,,200.0,,386.0
752,09/30/2019,Queens,296.0,,,220.0
753,09/30/2019,Queens,,,90.0,889.0
754,09/30/2019,Queens,,,158.0,512.0
755,09/30/2019,Queens,,,,
756,09/30/2019,Queens,,,,
757,09/30/2019,Queens,,99.0,,
758,09/30/2019,Queens,,,,320.0
759,09/30/2019,Queens,,109.0,,
760,09/30/2019,Queens,,165.0,55.0,
761,09/30/2019,Queens,,,,
762,09/30/2019,Queens,274.0,336.0,1039.0,1144.0
763,09/30/2019,Queens,,,550.0,846.0
764,09/30/2019,Queens,313.0,,,180.0
765,09/30/2019,Staten Island,,,,142.0
766,09/30/2019,Staten Island,,,,
767,09/30/2019,Staten Island,,,,
768,10/31/2019,Bronx,188.0,218.0,,1251.0
769,10/31/2019,Bronx,191.0,,,815.0
770,10/31/2019,Bronx,340.0,604.0,,1395.0
771,10/31/2019,Bronx,,436.0,76.0,2054.0
772,10/31/2019,Bronx,248.0,493.0,,1102.0
773,10/31/2019,Bronx,109.0,115.0,90.0,2245.0
774,10/31/2019,Bronx,114.0,622.0,,324.0
775,10/31/2019,Bronx,,,,251.0
776,10/31/2019,Bronx,,101.0,,233.0
777,10/31/2019,Bronx,,,,593.0
778,10/31/2019,Bronx,,,,
779,10/31/2019,Bronx,,106.0,,255.0
780,10/31/2019,Brooklyn,163.0,708.0,,
781,10/31/2019,Brooklyn,183.0,377.0,,71.0
782,10/31/2019,Brooklyn,,561.0,,668.0
783,10/31/2019,Brooklyn,,398.0,60.0,849.0
784,10/31/2019,Brooklyn,,946.0,248.0,835.0
785,10/31/2019,Brooklyn,,96.0,417.0,
786,10/31/2019,Brooklyn,,189.0,100.0,13.0
787,10/31/2019,Brooklyn,68.0,511.0,90.0,497.0
788,10/31/2019,Brooklyn,,357.0,,443.0
789,10/31/2019,Brooklyn,,,,
790,10/31/2019,Brooklyn,,,,
791,10/31/2019,Brooklyn,,123.0,,129.0
792,10/31/2019,Brooklyn,,,,
793,10/31/2019,Brooklyn,,,,98.0
794,10/31/2019,Brooklyn,,,,204.0
795,10/31/2019,Brooklyn,,660.0,110.0,2554.0
796,10/31/2019,Brooklyn,,,135.0,863.0
797,10/31/2019,Brooklyn,367.0,,,837.0
798,10/31/2019,Manhattan,,,,
799,10/31/2019,Manhattan,,,,
800,10/31/2019,Manhattan,,779.0,237.0,380.0
801,10/31/2019,Manhattan,90.0,378.0,,
802,10/31/2019,Manhattan,317.0,,,359.0
803,10/31/2019,Manhattan,,865.0,,
804,10/31/2019,Manhattan,212.0,192.0,,611.0
805,10/31/2019,Manhattan,,80.0,,
806,10/31/2019,Manhattan,,,,785.0
807,10/31/2019,Manhattan,408.0,553.0,,854.0
808,10/31/2019,Manhattan,,1349.0,,678.0
809,10/31/2019,Manhattan,,284.0,,
810,10/31/2019,Queens,,198.0,,377.0
811,10/31/2019,Queens,314.0,,,240.0
812,10/31/2019,Queens,,,86.0,878.0
813,10/31/2019,Queens,,,162.0,515.0
814,10/31/2019,Queens,,,,
815,10/31/2019,Queens,,,,
816,10/31/2019,Queens,,126.0,,
817,10/31/2019,Queens,,,,314.0
818,10/31/2019,Queens,,109.0,,
819,10/31/2019,Queens,,174.0,59.0,
820,10/31/2019,Queens,,,,
821,10/31/2019,Queens,283.0,350.0,1080.0,1144.0
822,10/31/2019,Queens,,,561.0,838.0
823,10/31/2019,Queens,330.0,,,172.0
824,10/31/2019,Staten Island,,,,135.0
825,10/31/2019,Staten Island,,,,
826,10/31/2019,Staten Island,,,,
827,11/30/2019,Bronx,189.0,219.0,,1254.0
828,11/30/2019,Bronx,194.0,,,824.0
829,11/30/2019,Bronx,338.0,551.0,,1463.0
830,11/30/2019,Bronx,,437.0,76.0,2051.0
831,11/30/2019,Bronx,246.0,493.0,,1114.0
832,11/30/2019,Bronx,108.0,106.0,93.0,2300.0
833,11/30/2019,Bronx,112.0,623.0,,325.0
834,11/30/2019,Bronx,,,,258.0
835,11/30/2019,Bronx,,101.0,,189.0
836,11/30/2019,Bronx,,,,578.0
837,11/30/2019,Bronx,,,,
838,11/30/2019,Bronx,,107.0,,274.0
839,11/30/2019,Brooklyn,152.0,679.0,,
840,11/30/2019,Brooklyn,184.0,377.0,,70.0
841,11/30/2019,Brooklyn,,570.0,,638.0
842,11/30/2019,Brooklyn,,398.0,62.0,864.0
843,11/30/2019,Brooklyn,,951.0,252.0,861.0
844,11/30/2019,Brooklyn,,99.0,421.0,
845,11/30/2019,Brooklyn,,186.0,96.0,
846,11/30/2019,Brooklyn,64.0,546.0,89.0,492.0
847,11/30/2019,Brooklyn,,355.0,,433.0
848,11/30/2019,Brooklyn,,,,
849,11/30/2019,Brooklyn,,,,
850,11/30/2019,Brooklyn,,128.0,,132.0
851,11/30/2019,Brooklyn,,,,
852,11/30/2019,Brooklyn,,,,97.0
853,11/30/2019,Brooklyn,,,,213.0
854,11/30/2019,Brooklyn,,654.0,113.0,2570.0
855,11/30/2019,Brooklyn,,,135.0,714.0
856,11/30/2019,Brooklyn,361.0,,,850.0
857,11/30/2019,Manhattan,,,,
858,11/30/2019,Manhattan,,,,
859,11/30/2019,Manhattan,,747.0,237.0,360.0
860,11/30/2019,Manhattan,76.0,386.0,,
861,11/30/2019,Manhattan,329.0,,,340.0
862,11/30/2019,Manhattan,,908.0,,
863,11/30/2019,Manhattan,214.0,250.0,,632.0
864,11/30/2019,Manhattan,,78.0,,
865,11/30/2019,Manhattan,,,,787.0
866,11/30/2019,Manhattan,396.0,559.0,,857.0
867,11/30/2019,Manhattan,,1345.0,,662.0
868,11/30/2019,Manhattan,,321.0,,
869,11/30/2019,Queens,,200.0,,368.0
870,11/30/2019,Queens,314.0,,,227.0
871,11/30/2019,Queens,,,85.0,868.0
872,11/30/2019,Queens,,,160.0,506.0
873,11/30/2019,Queens,,,,
874,11/30/2019,Queens,,,,
875,11/30/2019,Queens,,175.0,,
876,11/30/2019,Queens,,,,311.0
877,11/30/2019,Queens,,112.0,,
878,11/30/2019,Queens,,171.0,58.0,
879,11/30/2019,Queens,,,,
880,11/30/2019,Queens,275.0,347.0,1072.0,1187.0
881,11/30/2019,Queens,,,554.0,854.0
882,11/30/2019,Queens,306.0,,,172.0
883,11/30/2019,Staten Island,,,,130.0
884,11/30/2019,Staten Island,,,,
885,11/30/2019,Staten Island,,,,
886,12/31/2019,Bronx,188.0,216.0,,1234.0
887,12/31/2019,Bronx,187.0,,,828.0
888,12/31/2019,Bronx,334.0,585.0,,1473.0
889,12/31/2019,Bronx,,428.0,66.0,2014.0
890,12/31/2019,Bronx,246.0,487.0,,1163.0
891,12/31/2019,Bronx,105.0,102.0,93.0,2253.0
892,12/31/2019,Bronx,112.0,619.0,,327.0
893,12/31/2019,Bronx,,,,253.0
894,12/31/2019,Bronx,,101.0,,189.0
895,12/31/2019,Bronx,,,,587.0
896,12/31/2019,Bronx,,,,
897,12/31/2019,Bronx,,103.0,,276.0
898,12/31/2019,Brooklyn,160.0,670.0,,
899,12/31/2019,Brooklyn,210.0,372.0,,64.0
900,12/31/2019,Brooklyn,,444.0,,613.0
901,12/31/2019,Brooklyn,,397.0,53.0,854.0
902,12/31/2019,Brooklyn,,910.0,242.0,835.0
903,12/31/2019,Brooklyn,,92.0,420.0,
904,12/31/2019,Brooklyn,,176.0,99.0,
905,12/31/2019,Brooklyn,64.0,528.0,87.0,488.0
906,12/31/2019,Brooklyn,,349.0,,447.0
907,12/31/2019,Brooklyn,,,,
908,12/31/2019,Brooklyn,,,,
909,12/31/2019,Brooklyn,,114.0,,133.0
910,12/31/2019,Brooklyn,,,,
911,12/31/2019,Brooklyn,,,,92.0
912,12/31/2019,Brooklyn,,,,203.0
913,12/31/2019,Brooklyn,,634.0,103.0,2565.0
914,12/31/2019,Brooklyn,,,129.0,695.0
915,12/31/2019,Brooklyn,365.0,,,835.0
916,12/31/2019,Manhattan,,,,
917,12/31/2019,Manhattan,,,,
918,12/31/2019,Manhattan,,709.0,240.0,351.0
919,12/31/2019,Manhattan,67.0,382.0,,
920,12/31/2019,Manhattan,319.0,,,351.0
921,12/31/2019,Manhattan,,933.0,,
922,12/31/2019,Manhattan,212.0,300.0,,598.0
923,12/31/2019,Manhattan,,79.0,,
924,12/31/2019,Manhattan,,,,752.0
925,12/31/2019,Manhattan,407.0,549.0,,852.0
926,12/31/2019,Manhattan,,1314.0,,628.0
927,12/31/2019,Manhattan,,383.0,,
928,12/31/2019,Queens,,199.0,,379.0
929,12/31/2019,Queens,312.0,,,233.0
930,12/31/2019,Queens,,,91.0,870.0
931,12/31/2019,Queens,,,163.0,506.0
932,12/31/2019,Queens,,,,
933,12/31/2019,Queens,,,,
934,12/31/2019,Queens,,258.0,,
935,12/31/2019,Queens,,,,309.0
936,12/31/2019,Queens,,113.0,,
937,12/31/2019,Queens,,170.0,54.0,
938,12/31/2019,Queens,,,,
939,12/31/2019,Queens,279.0,341.0,1065.0,1183.0
940,12/31/2019,Queens,,,546.0,842.0
941,12/31/2019,Queens,306.0,,,167.0
942,12/31/2019,Staten Island,,,,129.0
943,12/31/2019,Staten Island,,,,
944,12/31/2019,Staten Island,,,,
945,01/31/2020,Bronx,185.0,223.0,,1258.0
946,01/31/2020,Bronx,189.0,,,843.0
947,01/31/2020,Bronx,316.0,579.0,,1509.0
948,01/31/2020,Bronx,,426.0,,1983.0
949,01/31/2020,Bronx,248.0,491.0,,1174.0
950,01/31/2020,Bronx,96.0,112.0,91.0,2249.0
951,01/31/2020,Bronx,113.0,627.0,,307.0
952,01/31/2020,Bronx,,,,249.0
953,01/31/2020,Bronx,,101.0,,179.0
954,01/31/2020,Bronx,,,,571.0
955,01/31/2020,Bronx,,,,
956,01/31/2020,Bronx,,108.0,,279.0
957,01/31/2020,Brooklyn,166.0,738.0,,
958,01/31/2020,Brooklyn,170.0,375.0,,70.0
959,01/31/2020,Brooklyn,,546.0,,598.0
960,01/31/2020,Brooklyn,,400.0,61.0,833.0
961,01/31/2020,Brooklyn,,925.0,254.0,821.0
962,01/31/2020,Brooklyn,,97.0,429.0,
963,01/31/2020,Brooklyn,,182.0,146.0,
964,01/31/2020,Brooklyn,64.0,577.0,88.0,500.0
965,01/31/2020,Brooklyn,,361.0,,442.0
966,01/31/2020,Brooklyn,,,,
967,01/31/2020,Brooklyn,,,,
968,01/31/2020,Brooklyn,,125.0,,131.0
969,01/31/2020,Brooklyn,,,,
970,01/31/2020,Brooklyn,,,,92.0
971,01/31/2020,Brooklyn,,,,207.0
972,01/31/2020,Brooklyn,,647.0,129.0,2522.0
973,01/31/2020,Brooklyn,,,134.0,680.0
974,01/31/2020,Brooklyn,361.0,,,828.0
975,01/31/2020,Manhattan,,,,
976,01/31/2020,Manhattan,,,,
977,01/31/2020,Manhattan,,755.0,236.0,353.0
978,01/31/2020,Manhattan,62.0,380.0,,
979,01/31/2020,Manhattan,320.0,,,339.0
980,01/31/2020,Manhattan,,951.0,,
981,01/31/2020,Manhattan,204.0,312.0,,607.0
982,01/31/2020,Manhattan,,79.0,,
983,01/31/2020,Manhattan,,,,729.0
984,01/31/2020,Manhattan,400.0,565.0,,829.0
985,01/31/2020,Manhattan,,1365.0,,665.0
986,01/31/2020,Manhattan,,432.0,,
987,01/31/2020,Queens,,197.0,,365.0
988,01/31/2020,Queens,320.0,,,237.0
989,01/31/2020,Queens,,,88.0,805.0
990,01/31/2020,Queens,,,161.0,498.0
991,01/31/2020,Queens,,,,
992,01/31/2020,Queens,,,,
993,01/31/2020,Queens,,300.0,,
994,01/31/2020,Queens,,,,316.0
995,01/31/2020,Queens,,110.0,,
996,01/31/2020,Queens,,171.0,54.0,
997,01/31/2020,Queens,,,,
998,01/31/2020,Queens,287.0,328.0,1068.0,1180.0
999,01/31/2020,Queens,,,554.0,848.0
1000,01/31/2020,Queens,308.0,,,167.0
1001,01/31/2020,Staten Island,,,,129.0
1002,01/31/2020,Staten Island,,,,
1003,01/31/2020,Staten Island,,,,
1004,02/29/2020,Bronx,187.0,222.0,,1258.0
1005,02/29/2020,Bronx,182.0,,,821.0
1006,02/29/2020,Bronx,327.0,565.0,,1555.0
1007,02/29/2020,Bronx,,432.0,,2042.0
1008,02/29/2020,Bronx,236.0,496.0,,1158.0
1009,02/29/2020,Bronx,68.0,107.0,92.0,2212.0
1010,02/29/2020,Bronx,113.0,625.0,,299.0
1011,02/29/2020,Bronx,,,,247.0
1012,02/29/2020,Bronx,,100.0,,173.0
1013,02/29/2020,Bronx,,,,593.0
1014,02/29/2020,Bronx,,,,
1015,02/29/2020,Bronx,,107.0,,301.0
1016,02/29/2020,Brooklyn,150.0,732.0,,
1017,02/29/2020,Brooklyn,171.0,373.0,,74.0
1018,02/29/2020,Brooklyn,,563.0,,597.0
1019,02/29/2020,Brooklyn,,390.0,60.0,855.0
1020,02/29/2020,Brooklyn,,922.0,246.0,782.0
1021,02/29/2020,Brooklyn,,98.0,427.0,
1022,02/29/2020,Brooklyn,,183.0,157.0,
1023,02/29/2020,Brooklyn,68.0,582.0,80.0,493.0
1024,02/29/2020,Brooklyn,,362.0,,446.0
1025,02/29/2020,Brooklyn,,,,
1026,02/29/2020,Brooklyn,,,,
1027,02/29/2020,Brooklyn,,122.0,,127.0
1028,02/29/2020,Brooklyn,,,,
1029,02/29/2020,Brooklyn,,,,92.0
1030,02/29/2020,Brooklyn,,,,209.0
1031,02/29/2020,Brooklyn,,657.0,182.0,2542.0
1032,02/29/2020,Brooklyn,,,136.0,706.0
1033,02/29/2020,Brooklyn,362.0,,,841.0
1034,02/29/2020,Manhattan,,,,
1035,02/29/2020,Manhattan,,,,
1036,02/29/2020,Manhattan,,754.0,243.0,347.0
1037,02/29/2020,Manhattan,56.0,385.0,,
1038,02/29/2020,Manhattan,326.0,,,343.0
1039,02/29/2020,Manhattan,,955.0,,
1040,02/29/2020,Manhattan,204.0,310.0,,601.0
1041,02/29/2020,Manhattan,,80.0,,
1042,02/29/2020,Manhattan,,,,748.0
1043,02/29/2020,Manhattan,398.0,564.0,,839.0
1044,02/29/2020,Manhattan,,1360.0,,657.0
1045,02/29/2020,Manhattan,,458.0,,
1046,02/29/2020,Queens,,199.0,,377.0
1047,02/29/2020,Queens,316.0,,,215.0
1048,02/29/2020,Queens,,,90.0,815.0
1049,02/29/2020,Queens,,,158.0,519.0
1050,02/29/2020,Queens,,23.0,,
1051,02/29/2020,Queens,,,,
1052,02/29/2020,Queens,,297.0,,
1053,02/29/2020,Queens,,,,321.0
1054,02/29/2020,Queens,,112.0,,
1055,02/29/2020,Queens,,170.0,50.0,
1056,02/29/2020,Queens,,,,
1057,02/29/2020,Queens,281.0,335.0,1070.0,1235.0
1058,02/29/2020,Queens,,,557.0,822.0
1059,02/29/2020,Queens,323.0,8.0,,169.0
1060,02/29/2020,Staten Island,,,,131.0
1061,02/29/2020,Staten Island,,,,
1062,02/29/2020,Staten Island,,,,
1063,03/31/2020,Bronx,179.0,223.0,,1268.0
1064,03/31/2020,Bronx,185.0,,,791.0
1065,03/31/2020,Bronx,332.0,552.0,,1532.0
1066,03/31/2020,Bronx,,437.0,,2138.0
1067,03/31/2020,Bronx,243.0,491.0,,1145.0
1068,03/31/2020,Bronx,99.0,97.0,93.0,2198.0
1069,03/31/2020,Bronx,106.0,623.0,,302.0
1070,03/31/2020,Bronx,,,,247.0
1071,03/31/2020,Bronx,,96.0,,198.0
1072,03/31/2020,Bronx,,,,621.0
1073,03/31/2020,Bronx,,,,
1074,03/31/2020,Bronx,,108.0,,275.0
1075,03/31/2020,Brooklyn,160.0,730.0,,
1076,03/31/2020,Brooklyn,206.0,371.0,,66.0
1077,03/31/2020,Brooklyn,,566.0,,562.0
1078,03/31/2020,Brooklyn,,403.0,59.0,841.0
1079,03/31/2020,Brooklyn,,887.0,252.0,646.0
1080,03/31/2020,Brooklyn,10.0,94.0,423.0,
1081,03/31/2020,Brooklyn,,189.0,206.0,
1082,03/31/2020,Brooklyn,62.0,568.0,88.0,503.0
1083,03/31/2020,Brooklyn,,361.0,,443.0
1084,03/31/2020,Brooklyn,,,,
1085,03/31/2020,Brooklyn,,,,
1086,03/31/2020,Brooklyn,,128.0,,123.0
1087,03/31/2020,Brooklyn,,,,
1088,03/31/2020,Brooklyn,,,,93.0
1089,03/31/2020,Brooklyn,,,,195.0
1090,03/31/2020,Brooklyn,,657.0,192.0,2555.0
1091,03/31/2020,Brooklyn,,,136.0,693.0
1092,03/31/2020,Brooklyn,367.0,,,826.0
1093,03/31/2020,Manhattan,,,73.0,
1094,03/31/2020,Manhattan,,,,
1095,03/31/2020,Manhattan,,761.0,227.0,358.0
1096,03/31/2020,Manhattan,2.0,381.0,17.0,
1097,03/31/2020,Manhattan,331.0,,,338.0
1098,03/31/2020,Manhattan,,944.0,,
1099,03/31/2020,Manhattan,198.0,312.0,,600.0
1100,03/31/2020,Manhattan,,77.0,,
1101,03/31/2020,Manhattan,,,,756.0
1102,03/31/2020,Manhattan,380.0,562.0,,846.0
1103,03/31/2020,Manhattan,,1366.0,,644.0
1104,03/31/2020,Manhattan,,461.0,,
1105,03/31/2020,Queens,,199.0,,377.0
1106,03/31/2020,Queens,295.0,,,228.0
1107,03/31/2020,Queens,,,92.0,854.0
1108,03/31/2020,Queens,,,161.0,532.0
1109,03/31/2020,Queens,,70.0,,
1110,03/31/2020,Queens,,,,
1111,03/31/2020,Queens,,300.0,,
1112,03/31/2020,Queens,,,,330.0
1113,03/31/2020,Queens,,113.0,,
1114,03/31/2020,Queens,,165.0,52.0,
1115,03/31/2020,Queens,,,,
1116,03/31/2020,Queens,278.0,345.0,1129.0,1344.0
1117,03/31/2020,Queens,,,557.0,815.0
1118,03/31/2020,Queens,309.0,27.0,,160.0
1119,03/31/2020,Staten Island,,,,131.0
1120,03/31/2020,Staten Island,,,,
1121,03/31/2020,Staten Island,,,,
1122,04/30/2020,Bronx,187.0,213.0,,1242.0
1123,04/30/2020,Bronx,174.0,,,779.0
1124,04/30/2020,Bronx,318.0,362.0,,1483.0
1125,04/30/2020,Bronx,,428.0,99.0,2053.0
1126,04/30/2020,Bronx,233.0,382.0,,1110.0
1127,04/30/2020,Bronx,85.0,110.0,92.0,2176.0
1128,04/30/2020,Bronx,99.0,596.0,,295.0
1129,04/30/2020,Bronx,,,,244.0
1130,04/30/2020,Bronx,,87.0,,212.0
1131,04/30/2020,Bronx,,,,603.0
1132,04/30/2020,Bronx,,,,
1133,04/30/2020,Bronx,,104.0,,279.0
1134,04/30/2020,Brooklyn,157.0,590.0,116.0,
1135,04/30/2020,Brooklyn,109.0,353.0,,65.0
1136,04/30/2020,Brooklyn,,556.0,,585.0
1137,04/30/2020,Brooklyn,,297.0,242.0,836.0
1138,04/30/2020,Brooklyn,,699.0,250.0,564.0
1139,04/30/2020,Brooklyn,60.0,94.0,420.0,
1140,04/30/2020,Brooklyn,,180.0,401.0,
1141,04/30/2020,Brooklyn,66.0,395.0,89.0,489.0
1142,04/30/2020,Brooklyn,,332.0,,440.0
1143,04/30/2020,Brooklyn,,,,
1144,04/30/2020,Brooklyn,,,,
1145,04/30/2020,Brooklyn,,121.0,99.0,126.0
1146,04/30/2020,Brooklyn,,,,
1147,04/30/2020,Brooklyn,,,,95.0
